artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn,total_stats,expected_stats,efficiency,class_cn
Alex Horley Orlandelli,8.0,WARRIOR,True,7,114340,伊森德雷流尽了一生的泪。,5.0,,EDR_465,"['DEATHRATTLE', 'TAUNT']",伊森德雷,DRAGON,['DRAGON'],LEGENDARY,EMERALD_DREAM,<b>嘲讽</b>。<b>亡语：</b>在本局对战中伊森德雷每死亡过一次，随机召唤一条龙。,MINION,,,,True,,,,,,,,,,,,,,,,传说,13.0,12.284715248084652,1.0582255866310675,战士
Ian Ameling,3.0,WARRIOR,True,4,116293,可以半熟，也可以全熟。,5.0,,EDR_468,['BATTLECRY'],捣蛋狂魔,,,COMMON,EMERALD_DREAM,<b>战吼：</b>对一个随从造成1点伤害，并使其获得+4攻击力。,MINION,,,,,,造成1点伤害并使其获得+4攻击力。,,,,,,,,,,,,,,普通,8.0,7.704556010274983,1.0383466599932567,战士
Felideus Bubastis,3.0,NEUTRAL,True,1,114344,小心，他睡醒的时候有可能又喊又叫又打人。,3.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_469,,沉睡的林精,,,EPIC,EMERALD_DREAM,起始<b>休眠</b>状态。在你使用你的英雄技能后唤醒。,MINION,,,,,,,,,,,,,,,,,,,,史诗,6.0,3.1243967724653157,1.9203706945535217,中立
Kleston Marques,2.0,NEUTRAL,True,2,114346,盾器也可以是利器。,2.0,,EDR_470,"['TAUNT', 'TRIGGER_VISUAL']",树皮盾哨兵,,,COMMON,EMERALD_DREAM,<b>嘲讽</b>。在你使用你的英雄技能后，获得+2生命值。,MINION,,,,,,,,,,,,,,,,,,,,普通,4.0,4.651116518401871,0.8600085558326122,中立
Zoltan Boros,1.0,WARRIOR,True,10,114353,托尔托拉在燃烧军团的入侵中毫发无损，但梦魇的腐蚀却深深地穿透了他的防备。,30.0,,EDR_471,"['ELUSIVE', 'TAUNT', 'TRIGGER_VISUAL']",托尔托拉,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,"<b>嘲讽</b>。<b>扰魔</b>
在本随从受到伤害后，获得1点护甲值并使本随从获得+1攻击力。",MINION,,,,True,,,,,,,,,,,,,,,,传说,31.0,16.86487448589432,1.8381399770231446,战士
Daniil Kudriavtsev,3.0,PRIEST,True,3,114373,健身课程中的噩梦。,3.0,,EDR_472,['BATTLECRY'],轮回编织者,,,COMMON,EMERALD_DREAM,<b>战吼：</b>如果你的手牌中有法力值消耗大于或等于（5）点的法术牌，则造成3点伤害。,MINION,,,,,,造成3点伤害。,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,牧师
Stefan Bogdasarov,6.0,SHAMAN,True,6,114920,你以为这是翡翠梦魇的产物吗，那你可就错了。,6.0,,EDR_477,['TAUNT'],明根捕食花,,,COMMON,EMERALD_DREAM,<b>嘲讽</b>。在本局对战中，你每使用一次英雄技能，本牌的法力值消耗便减少（1）点。,MINION,,,,,,,,,,,,,,,,,,,,普通,12.0,10.757995502148095,1.1154494345720734,萨满
Eva Widermann,9.0,HUNTER,True,9,114254,以勇猛果决而闻名于世，且拥有的名号众多，其中包括洛戈什，还有巨狼。,9.0,,EDR_480,"['AURA', 'RUSH']",戈德林,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,<b>突袭</b>。友方野兽造成的伤害翻倍。,MINION,,,,True,,,,,,,,,,,,,,,,传说,18.0,15.338154739957762,1.1735440348054258,猎人
Edgar Hidalgo,3.0,HUNTER,True,4,114298,眼见为实：这确实是符文熊。,4.0,,EDR_481,"['BATTLECRY', 'TAUNT']",神秘符文熊,BEAST,['BEAST'],COMMON,EMERALD_DREAM,<b>嘲讽</b>。<b>战吼：</b>如果本随从的攻击力大于或等于4点，召唤一个它的复制。,MINION,,,,,,,,,,,,,,,,,,,,普通,7.0,7.704556010274983,0.9085533274940997,猎人
Brian Despain,2.0,NEUTRAL,True,7,115037,草无夜蚂不肥。,7.0,,EDR_484,['TRIGGER_VISUAL'],食腐捕蝇草,,,RARE,EMERALD_DREAM,在一个随从死亡后，获得其攻击力。,MINION,,,,,,,,,,,,,,,,,,,,稀有,9.0,12.284715248084652,0.7326177138215082,中立
Timur Shevtsov,1.0,WARLOCK,True,1,115039,腐烂到心里去了。都怪萨维斯！,1.0,,EDR_485,['DEATHRATTLE'],腐心树妖,,,RARE,EMERALD_DREAM,<b>亡语：</b>抽一张法力值消耗大于或等于（7）点的随从牌。,MINION,,,,,,,,,,,,,,,,,,,,稀有,2.0,3.1243967724653157,0.6401235648511739,术士
Stefano Spagnuolo,7.0,NEUTRAL,True,9,115041,你只有一只眼睛，发脾气我们都能理解。但这也不是你烧掉整个翡翠梦境的借口。,9.0,,EDR_486,"['LIFESTEAL', 'RUSH']",纵火眼魔,DEMON,['DEMON'],COMMON,EMERALD_DREAM,<b>突袭</b>。<b>吸血</b>,MINION,,,,,,,,,,,,,,,,,,,,普通,16.0,15.338154739957762,1.0431502531603787,中立
Tanamaes Leejierasaes,6.0,WARLOCK,True,7,115044,心智可乱，发型不能乱。,6.0,,EDR_487,,瓦洛，污邪古树,,,LEGENDARY,EMERALD_DREAM,当本牌在你的手牌或牌库中时，会获得你的随从获得的每项<b>黑暗之赐</b>的复制。,MINION,,,,True,,,,,,True,,,,,,,,,,传说,12.0,12.284715248084652,0.9768236184286776,术士
Alex Horley Orlandelli,8.0,WARLOCK,True,10,115203,他虽在上古之战中身殒，但他的遗泽留在了艾泽拉斯，滋养着崇拜他的野猪人各部。,9.0,,EDR_489,['BATTLECRY'],阿迦玛甘,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,<b>战吼：</b>你使用的下一张牌会消耗<b>对手</b>的生命值而非法力值<i>（最高不超过10点）</i>。,MINION,,,,True,,,,,,,,,,,,,,,,传说,17.0,16.86487448589432,1.008012245464305,术士
Ramzy Kamen,3.0,WARLOCK,True,2,115307,他这个“大”字是自己挣来的！,2.0,,EDR_491,['BATTLECRY'],荆棘大德鲁伊,,,EPIC,EMERALD_DREAM,<b>战吼：</b>获得在本回合中死亡的你的随从的<b>亡语</b>。,MINION,,['DEATHRATTLE'],,,,,,,,,,,,,,,,,,史诗,5.0,4.651116518401871,1.0750106947907652,术士
Ursula Dorada,2.0,NEUTRAL,True,4,115365,还会召唤一只0/0的丑小鸭。,3.0,,EDR_492,['BATTLECRY'],鸭妈妈,BEAST,['BEAST'],COMMON,EMERALD_DREAM,<b>战吼：</b>召唤三只1/1并具有<b>突袭</b>的小鸭子。,MINION,,['RUSH'],,,,,,,,,,,,,,,,,,普通,5.0,7.704556010274983,0.6489666624957855,中立
Jakub Kasper,5.0,DEMONHUNTER,True,5,115928,看，是小鸟！看，是飞机！看，是大熊！看，是魔犬！看，是末日守卫！看，是小鬼！,5.0,,EDR_493,['BATTLECRY'],阿莱纳希,BEAST,"['DEMON', 'BEAST']",LEGENDARY,EMERALD_DREAM,<b>战吼：</b>随机使你手牌中的所有随从牌变形成为恶魔牌。<i>（保留其原始属性值和法力值消耗。）</I>,MINION,,,,True,,,,,,True,,,,,,,,,,传说,10.0,9.231275756211538,1.0832738902064758,恶魔猎手
Brian Despain,6.0,WARLOCK,True,8,117498,园艺界的恐怖元素。,7.0,,EDR_494,"['DEATHRATTLE', 'TRIGGER_VISUAL']",饥饿古树,,,COMMON,EMERALD_DREAM,在你的回合结束时，吞食一个你的牌库中的随从，并获得其属性值。<b>亡语：</b>将被吞食的随从置入手牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,13.0,13.811434994021205,0.941249045130179,术士
Mauricio Herrera,2.0,NEUTRAL,True,2,115027,扭曲的树木：玷污湖水，诅咒这片土地！,2.0,,EDR_495,['DEATHRATTLE'],扭曲的树人,,,COMMON,EMERALD_DREAM,<b>亡语：</b>使每个玩家手牌中的随机一张随从牌获得-2攻击力。,MINION,,,,,,,,,,,,,,,,,,,,普通,4.0,4.651116518401871,0.8600085558326122,中立
Grafit,3.0,MAGE,True,3,114287,“萨齐哪儿去了？你们看到萨齐了吗？”——哈斯,4.0,,EDR_517,"['BATTLECRY', 'DISCOVER']",亢祖,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,<b>战吼：</b><b>发现</b>一张法术牌。你可以选择保留该牌，或者将其置于你对手的牌库顶。,MINION,,,,True,,,,,,True,,,,,,,,,,传说,7.0,6.177836264338427,1.1330827980028404,法师
L. Lullabi & R. Kamen,2.0,SHAMAN,True,3,114289,原野岩，天光，园林，接下来还有什么？,4.0,,EDR_518,['BATTLECRY'],活体园林,ELEMENTAL,['ELEMENTAL'],RARE,EMERALD_DREAM,<b>战吼：</b><b>灌注</b>你的英雄技能。使你手牌中一张随从牌的法力值消耗减少（1）点。,MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,稀有,6.0,6.177836264338427,0.9712138268595775,萨满
Ivan Fomin,4.0,MAGE,True,5,114292,“灵魂带我飞。”,4.0,,EDR_519,['BATTLECRY'],小精灵驾驭者,,,COMMON,EMERALD_DREAM,<b>战吼：</b><b>灌注</b>并触发你的英雄技能。,MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,普通,8.0,9.231275756211538,0.8666191121651807,法师
Timur Shevtsov,4.0,ROGUE,True,3,114505,愚蠢的萨特，这种狡猾的把戏骗骗雏龙还可以！,3.0,,EDR_521,['BATTLECRY'],狡猾的萨特,DEMON,['DEMON'],COMMON,EMERALD_DREAM,<b>战吼：</b>获取你对手手牌中法力值消耗最低的牌的一张复制。,MINION,,,,,,,,,,,,,,,,,,,,普通,7.0,6.177836264338427,1.1330827980028404,潜行者
Caroline Gariba,3.0,ROGUE,True,4,114514,“抓到芬杰了吗？”“抽鱼抽到喽。”,5.0,,EDR_524,['BATTLECRY'],影蔽袭击者,DEMON,['DEMON'],EPIC,EMERALD_DREAM,<b>战吼：</b>如果你的手牌中有一张与对手相同的牌，将对手的该牌洗入其牌库。,MINION,,,,,,,,,,,,,,,,,,,,史诗,8.0,7.704556010274983,1.0383466599932567,潜行者
Grafit,3.0,ROGUE,True,3,114518,去吧，蛛丝！,3.0,,EDR_526,['BATTLECRY'],雷弗拉尔，恶念巨蛛,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,"<b>战吼：</b>随机使你对手手牌中的1张牌困住一回合。
<i>（你每使用过一次本随从都会提升。）</i>",MINION,,,,True,,,,,,True,,,,,,,,,,传说,6.0,6.177836264338427,0.9712138268595775,潜行者
Max Grecke,7.0,ROGUE,True,9,114527,早在上古时代，阿莎曼牺牲了自己，从军团手中拯救了暗夜精灵。她的名字至今仍在精灵一族中广为传颂。,7.0,,EDR_527,['BATTLECRY'],阿莎曼,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,<b>战吼：</b>用你对手牌库中牌的复制填满你的手牌，其法力值消耗减少（3）点。,MINION,,,,True,,,,,,,,,,,,,,,,传说,14.0,15.338154739957762,0.9127564715153312,潜行者
Matt Dixon,1.0,SHAMAN,True,1,115295,“长大之后，我要变成死亡之翼！”,2.0,,EDR_529,['TRIGGER_VISUAL'],胆大的魔荚人,,,EPIC,EMERALD_DREAM,如果本随从即将变形成为某随从，则会变形成为法力值消耗增加（2）点的随从。,MINION,,,,,,,,,,,,,,,,,,,,史诗,3.0,3.1243967724653157,0.9601853472767609,萨满
Melvin Chan,0.0,NEUTRAL,True,2,115364,做你的白日梦去吧。,4.0,,EDR_530,['TRIGGER_VISUAL'],痴梦树精,,,COMMON,EMERALD_DREAM,在你的回合结束时，随机获取一张自然法术牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,4.0,4.651116518401871,0.8600085558326122,中立
Ivo Campelo da Silva,2.0,ROGUE,True,2,115612,这只蜘蛛太邪恶了，它不仅把猎物抓进蛛网，而且还会吃掉！,3.0,,EDR_540,['TRIGGER_VISUAL'],扭曲的织网蛛,BEAST,['BEAST'],RARE,EMERALD_DREAM,每当你使用其他的你已经使用过的随从牌，抽一张牌。,MINION,,,,,,,,,,,,,,,,,,,,稀有,5.0,4.651116518401871,1.0750106947907652,潜行者
Ivo Campelo da Silva,2.0,NEUTRAL,True,3,116672,哇哈哈哈他们绝对发现不了那张法力值消耗大于或等于（5）点的法术牌！,4.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_571,['DEATHRATTLE'],法夜欺诈者,DRAGON,['DRAGON'],COMMON,EMERALD_DREAM,<b>亡语：</b>抽一张法力值消耗大于或等于（5）点的法术牌。,MINION,,,,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,中立
Juan Calle,5.0,NEUTRAL,True,5,116673,大家都说腐蚀会蒙蔽你的双眼——可腐蚀之后眼睛明明更多了！,5.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_572,['DEATHRATTLE'],受难的恐翼巨龙,DRAGON,['DRAGON'],COMMON,EMERALD_DREAM,<b>亡语：</b>抽两张龙牌，其法力值消耗减少（1）点。,MINION,,,,,,,,,,,,,,,,,,,,普通,10.0,9.231275756211538,1.0832738902064758,中立
Stefano Spagnuolo,5.0,NEUTRAL,True,3,117420,“来呀，来把我点掉呀！”,1.0,,EDR_598,['ELUSIVE'],梦境暴怒者,,,COMMON,EMERALD_DREAM,<b>扰魔</b>,MINION,,,,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,中立
Matt Dixon,3.0,WARLOCK,True,4,118250,拿我的园艺剪来。最大的那把。,5.0,,EDR_654,"['BATTLECRY', 'TAUNT']",疯长的恐魔,,,RARE,EMERALD_DREAM,<b>嘲讽</b>。<b>战吼：</b>使你手牌中具有<b>黑暗之赐</b>的随从牌的法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,,,,,,稀有,8.0,7.704556010274983,1.0383466599932567,术士
Gabor Szikszai,2.0,NEUTRAL,True,3,115174,有些人给自己幻想出了朋友。而他有个幻象双胞胎。,4.0,,EDR_780,['BATTLECRY'],血蓟幻术师,DEMON,['DEMON'],EPIC,EMERALD_DREAM,<b>战吼：</b>召唤一个本随从的复制。本体和复制中会秘密区分出一个，在受到伤害时死亡。,MINION,,,,,,,,,,,,,,,,,,,,史诗,6.0,6.177836264338427,0.9712138268595775,中立
Drew Hill,2.0,ROGUE,True,3,115176,名字越嚣张，角色就越邪恶。,3.0,,EDR_781,,凋零先驱,,,RARE,EMERALD_DREAM,每当本随从从战场进入你的手牌时，随机召唤两个法力值消耗为（2）的随从。,MINION,,,,,,,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,潜行者
Edgar Hidalgo,4.0,NEUTRAL,True,4,114006,蝴蝶振翅飞，守卫永相随——,4.0,,EDR_800,"['BATTLECRY', 'DIVINE_SHIELD', 'TAUNT']",振翅守卫,,,COMMON,EMERALD_DREAM,"<b><b>嘲讽</b>。圣盾</b>
<b>战吼：</b><b>灌注</b>你的英雄技能。",MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,普通,8.0,7.704556010274983,1.0383466599932567,中立
Brian Despain,3.0,DEATHKNIGHT,True,6,114301,这就是所谓的死亡共生关系。,5.0,,EDR_810,"['AURA', 'BATTLECRY']",丑恶的残躯,UNDEAD,"['UNDEAD', 'BEAST']",EPIC,EMERALD_DREAM,"你的水蛭从其宿主处
偷取的生命值增加1点。<b>战吼：</b>召唤两条0/2的水蛭。",MINION,,,,,"{'blood': 1, 'frost': 0, 'unholy': 0}",,,,,,,,,,,,,,,史诗,8.0,10.757995502148095,0.7436329563813822,
Slawomir Maniak,0.0,DEATHKNIGHT,True,3,114306,在某些情况下，最好不要“驻足欣赏，品味花香”。,5.0,,EDR_815,['TRIGGER_VISUAL'],尸魔花,UNDEAD,['UNDEAD'],RARE,EMERALD_DREAM,在你的对手召唤一个随从后，消耗2份<b>残骸</b>以对其造成3点伤害。,MINION,,,,,"{'blood': 0, 'frost': 0, 'unholy': 2}",,,,,,,,,,,,,,,稀有,5.0,6.177836264338427,0.8093448557163146,
AJ Nazzaro,1.0,DEATHKNIGHT,True,1,116296,我知道每种生物在生态系统中都很重要，但这些吸血鬼是真的恶心。,2.0,,EDR_816,['TRIGGER_VISUAL'],怪异魔蚊,BEAST,['BEAST'],COMMON,EMERALD_DREAM,在你的回合结束时，使你的其他随从获得+1攻击力。,MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,
Zoltan Boros,7.0,DEATHKNIGHT,True,7,114307,捉个虫：该随从分裂成了1/1的甲虫并会在下个回合开始时重组。,7.0,,EDR_818,"['DEATHRATTLE', 'TAUNT']",尼珊德拉,UNDEAD,"['UNDEAD', 'DRAGON']",LEGENDARY,EMERALD_DREAM,<b>嘲讽</b>。<b>亡语：</b>分裂为1/1的甲虫。在你的回合开始时，剩余的甲虫会重组为尼珊德拉。,MINION,,,,True,"{'blood': 0, 'frost': 0, 'unholy': 2}",,,,,,,,,,,,,,,传说,14.0,12.284715248084652,1.1396275548334573,
Juan Calle,6.0,DEATHKNIGHT,True,9,116018,巨熊之神强壮如斯，梦魇只能腐蚀他的灵魂，无法腐蚀他的力量。,14.0,,EDR_819,"['BATTLECRY', 'DEATHRATTLE']",乌索克,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,<b>战吼：</b>攻击所有其他随从。<b>亡语：</b>复活本随从消灭的随从。,MINION,,,,True,,,,,,,,,,,,,,,,传说,20.0,15.338154739957762,1.3039378164504731,
Max Grecke,4.0,DEMONHUNTER,True,4,114663,所谓的恐魂其实并没有受到腐蚀，信不信由你。,4.0,,EDR_841,"['BATTLECRY', 'DEATHRATTLE']",恐魂腐蚀者,,,RARE,EMERALD_DREAM,<b>战吼，亡语：</b>随机召唤一个<b>休眠</b>的魔种。,MINION,,,,,,,,,,,,,,,,,,,,稀有,8.0,7.704556010274983,1.0383466599932567,恶魔猎手
Tee Fuyuan,7.0,NEUTRAL,True,7,114849,打盹休息结束了！,7.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_844,['AURA'],纳拉雷克斯，龙群先锋,,,LEGENDARY,EMERALD_DREAM,你每个回合使用的第一张龙牌法力值消耗为（1）点。,MINION,,,,True,,,,,,True,,,,,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,,,,,传说,14.0,12.284715248084652,1.1396275548334573,中立
Nicola Saviori,5.0,DRUID,True,5,114858,符文（死亡骑士）+图腾（萨满祭司）=德鲁伊？？,6.0,,EDR_845,['START_OF_GAME_KEYWORD'],哈缪尔·符文图腾,,,LEGENDARY,EMERALD_DREAM,"<b>对战开始时：</b>
如果你套牌中的每张法术牌均为自然法术，<b>灌注</b>你的英雄技能。你每施放3个法术，重复此效果。",MINION,,['IMBUE'],,True,,,,,,,,,,,,,,,,传说,11.0,9.231275756211538,1.1916012792271236,德鲁伊
Matt Dixon,3.0,DRUID,True,3,114912,这不是睡懒觉，这是深入研究梦境！,3.0,,EDR_847,"['BATTLECRY', 'DEATHRATTLE']",梦缚信徒,,,RARE,EMERALD_DREAM,<b>战吼，亡语：</b>你的下一个英雄技能的法力值消耗为（0）点。,MINION,,,,,,,,,,,,,,,,,,,,稀有,6.0,6.177836264338427,0.9712138268595775,德鲁伊
Timur Shevtsov,2.0,NEUTRAL,True,1,114933,梦啊，梦，梦，梦……,1.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_849,['TRIGGER_VISUAL'],梦缚迅猛龙,BEAST,['BEAST'],COMMON,EMERALD_DREAM,在你使用一张随从牌后，随机使其获得一项<b>额外效果</b>。,MINION,,,,,,,,,,,,,,,,,,,,普通,3.0,3.1243967724653157,0.9601853472767609,中立
Stefano Spagnuolo,2.0,NEUTRAL,True,2,114935,鲜花虽美，却也有刺。还有胡子。还有盾牌。,3.0,,EDR_852,['BATTLECRY'],苦花骑士,,,COMMON,EMERALD_DREAM,<b>战吼：</b><b>灌注</b>你的英雄技能。,MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,普通,5.0,4.651116518401871,1.0750106947907652,中立
Luca Zontini,3.0,HUNTER,True,5,114857,只有名字叫部落。,5.0,,EDR_853,['TRIGGER_VISUAL'],布罗尔·熊皮,,,LEGENDARY,EMERALD_DREAM,在你施放一个法术后，随机召唤一个动物伙伴。,MINION,,,,True,,,,,,True,,,,,,,,,,传说,8.0,9.231275756211538,0.8666191121651807,猎人
Jerry Mascho,4.0,NEUTRAL,True,4,115139,在下个补丁中，萨维斯会和上次一样替换掉伊利丹，成为恶魔猎手英雄。,4.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_856,"['BATTLECRY', 'DISCOVER']",梦魇之王萨维斯,DEMON,['DEMON'],LEGENDARY,EMERALD_DREAM,<b>战吼：</b>从你的牌库中<b>发现</b>一张随从牌。使其获得<b>黑暗之赐</b>。,MINION,,,,True,,,,,,,,,,,,,,,,传说,8.0,7.704556010274983,1.0383466599932567,中立
Luca Zontini,4.0,NEUTRAL,True,4,114076,你做没做过这样的梦，呃，就是说，嗯，怎么说呢，啊，这个，你想，或者说，你能，就是说，你能，还是说，你想干什么就干什么？,4.0,,EDR_860,"['BATTLECRY', 'LIFESTEAL']",明耀织梦者,,,EPIC,EMERALD_DREAM,<b>吸血</b>。<b>战吼：</b>如果你已<b>灌注</b>过你的英雄技能两次，对一个随从造成4点伤害。,MINION,,['IMBUE'],,,,对一个随从造成4点伤害。,,,,,,,,,,,,,,史诗,8.0,7.704556010274983,1.0383466599932567,中立
Mauricio Herrera,2.0,NEUTRAL,True,2,116292,“砍下我的枝干，用它做成你的法力水晶吧，”那棵树说。“这样你就能成功跳费……收获幸福。”,2.0,,EDR_861,['DEATHRATTLE'],宁静树人,,,COMMON,EMERALD_DREAM,"<b>亡语：</b>双方玩家
各获得一个空的
法力水晶。",MINION,,,,,,,,,,,,,,,,,,,,普通,4.0,4.651116518401871,0.8600085558326122,中立
Mike Sass,2.0,MAGE,True,2,116462,静聆小精灵，小精灵径临。,1.0,,EDR_871,['BATTLECRY'],灵体采集者,,,EPIC,EMERALD_DREAM,"<b>战吼：</b>获取
一张小精灵。<b>灌注</b>你的英雄技能。",MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,史诗,3.0,4.651116518401871,0.6450064168744591,法师
Kevin Sidharta,3.0,NEUTRAL,True,4,116495,这叫“弃暗投林”。,6.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_873,['BATTLECRY'],林地特使,,,RARE,EMERALD_DREAM,<b>战吼：</b>将你牌库中的所有中立卡牌随机变形成为德鲁伊卡牌。,MINION,,,,,,,,,,,,,,,,,,,,稀有,9.0,7.704556010274983,1.1681399924924138,中立
James Ryman,8.0,NEUTRAL,True,8,115186,玛洛恩是神话传奇中的存在，最古老的荒野诸神之一，也是塞纳留斯的父亲。,6.0,,EDR_888,"['BATTLECRY', 'DISCOVER']",护路者玛洛恩,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,<b>战吼：</b><b>发现</b>一张<b>传说</b>荒野之神。如果你已<b>灌注</b>过你的英雄技能4次，则将发现的荒野之神的法力值消耗变为（1）点。,MINION,,['IMBUE'],,True,,,,,,,,,,,,,,,,传说,14.0,13.811434994021205,1.0136528178325006,中立
Eva Widermann,1.0,NEUTRAL,True,2,115191,翡翠梦魇对她来说可能其实是个商机。,4.0,,EDR_889,['TRIGGER_VISUAL'],鲜花商贩,DRAGON,['DRAGON'],COMMON,EMERALD_DREAM,在你的回合结束时，随机使另一条友方的龙获得+1/+1。,MINION,,,,,,,,,,,,,,,,,,,,普通,5.0,4.651116518401871,1.0750106947907652,中立
Ian Ameling,4.0,DEMONHUNTER,True,3,114496,那如果我是左撇子呢？？,2.0,,EDR_890,['DEATHRATTLE'],梦魇龙裔,DRAGON,['DRAGON'],COMMON,EMERALD_DREAM,<b>亡语：</b>使你最右边的手牌法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,,,,,,普通,6.0,6.177836264338427,0.9712138268595775,恶魔猎手
BOSi Studio,5.0,DEMONHUNTER,True,5,114497,最爱恶魔的魂。,3.0,,EDR_891,['DEATHRATTLE'],贪婪的地狱猎犬,DEMON,['DEMON'],RARE,EMERALD_DREAM,<b>亡语：</b>复活一个法力值消耗小于或等于（4）点的友方<b>亡语</b>随从，并召唤一个它的复制。,MINION,,,,,,,,,,,,,,,,,,,,稀有,8.0,9.231275756211538,0.8666191121651807,恶魔猎手
Guillaume Beauchêne,7.0,DEMONHUNTER,True,7,114498,一树在手，抵得二树在魇。,5.0,,EDR_892,['DEATHRATTLE'],残暴的魔蝠,DEMON,['DEMON'],EPIC,EMERALD_DREAM,<b>亡语：</b>复活一个不同的法力值消耗大于或等于（5）点的友方<b>亡语</b>随从，并召唤一个它的复制。,MINION,,,,,,,,,,,,,,,,,,,,史诗,12.0,12.284715248084652,0.9768236184286776,恶魔猎手
Zoltan Boros,7.0,PRIEST,True,9,115264,百鸟之神对所有的空中生物都抱有特别的兴趣。哪怕是那些生有翅膀却不能飞的生物。,11.0,,EDR_895,['BATTLECRY'],艾维娜，艾露恩钦选者,,,LEGENDARY,EMERALD_DREAM,<b>战吼：</b>开启为期三回合的月相演变。当满月升起时，在本局对战中你的卡牌法力值消耗为（1）点。,MINION,,,,True,,,,,,,,,,,,,,,,传说,18.0,15.338154739957762,1.1735440348054258,牧师
Matt Dixon,3.0,MAGE,True,4,115805,精灵飘，精灵飘，经过我周围！,6.0,,EDR_940,['TRIGGER_VISUAL'],喜悦的枭兽,,,RARE,EMERALD_DREAM,在你的回合结束时，获得1点护甲值。<i>（你每控制一个小精灵都会提升！）</i>,MINION,,,,,,,,,,,,,,,,,,,,稀有,9.0,7.704556010274983,1.1681399924924138,法师
Matt Dixon,3.0,NEUTRAL,True,4,115867,一击出洞！,5.0,,EDR_942,['TRIGGER_VISUAL'],好奇的积云,ELEMENTAL,['ELEMENTAL'],COMMON,EMERALD_DREAM,"在你的回合
结束时，使你的英雄获得<b>圣盾</b>。",MINION,,['DIVINE_SHIELD'],,,,,,,,,,,,,,,,,,普通,8.0,7.704556010274983,1.0383466599932567,中立
Mooncolony,2.0,NEUTRAL,True,3,122547,“看，是小鸟！看，是小鸟！看，是小鸟！”,3.0,打开<i>漫游翡翠梦境</i>金色包后可解锁。,EDR_950,['BATTLECRY'],锐目侦察兵,,,EPIC,EVENT,<b>战吼：</b>抽一张牌，在本回合中其法力值消耗减少（1）点。<i>（我认得那张牌！）</i>,MINION,<b>战吼：</b>抽一张牌，在本回合中其法力值消耗减少（1）点。<i>（会抽到{5}！）</i>,,,,,,,,,,,,,,打开<i>漫游翡翠梦境</i>卡牌包后可解锁。,,,,,史诗,5.0,6.177836264338427,0.8093448557163146,中立
Mooncolony,3.0,PRIEST,True,3,115461,艾露恩，我向您祈求……对战中的每次随机都有最好的结果，这样我就能100%胜率上传说啦。,3.0,,EDR_970,['BATTLECRY'],卡多雷女祭司,,,RARE,EMERALD_DREAM,<b>战吼：</b>直到你的下个回合，使所有敌方随从获得-2攻击力。<b>灌注</b>你的英雄技能。,MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,稀有,6.0,6.177836264338427,0.9712138268595775,牧师
