artist,attack,cardClass,collectible,cost,dbfId,flavor,health,howToEarnGolden,id,mechanics,name,race,races,rarity,set,text,type,collectionText,referencedTags,spellSchool,elite,runeCost,targetingArrowText,armor,classes,heroPowerDbfId,hasDiamondSkin,durability,faction,spellDamage,overload,howToEarn,countAsCopyOfDbfId,techLevel,isMiniSet,hideStats,rarity_cn
Nate Bowden,,WARRIOR,True,4,127592,铁炉堡坐落在白雪皑皑的丹莫罗山顶，是艾泽拉斯联盟矮人和侏儒的主城。,,使用战士赢得50场对战后解锁。,CORE_WON_337,,铁炉堡传送门,,,COMMON,CORE,"获得4点护甲值。随机召唤一个法力值消耗为（4）的
随从。",SPELL,,,FIRE,,,,,,,,,,,,与战士职业一同解锁。,103240.0,,,,普通
Kan Liu,,WARRIOR,True,1,120468,你给我小心点…我上头有人！,,使用战士赢得50场对战后解锁。,CORE_WON_350,['DISCOVER'],盛气凌人,,,COMMON,CORE,<b>发现</b>一张<b>嘲讽</b>随从牌。使其获得+1/+2。,SPELL,,['TAUNT'],,,,,,,,,,,,,与战士职业一同解锁。,106465.0,,,,普通
Paul Mafayon,1.0,NEUTRAL,True,1,127089,看在你块头比我大的份上，今天暂且放过你！,2.0,总计赢得1000场对战后解锁。,CORE_WON_351,,蹩脚海盗,PIRATE,['PIRATE'],RARE,CORE,"如果你装备着武器，本随从拥有
+2攻击力。",MINION,,,,,,,,,,,,,,,完成教学后解锁。,106467.0,,,,稀有
Luca Zontini,3.0,WARRIOR,True,4,127469,就为了扔这么一捆炸药，你至于穿这么大一身机甲吗？,4.0,使用战士赢得50场对战后解锁。,CORE_WW_329,"['BATTLECRY', 'TAUNT']",机甲爆王,MECHANICAL,['MECHANICAL'],COMMON,CORE,<b>嘲讽</b>。<b>战吼：</b>使你手牌中的<b>嘲讽</b>随从牌获得+2/+2。,MINION,,,,,,,,,,,,,,,与战士职业一同解锁。,100062.0,,,,普通
James Ryman,,DEATHKNIGHT,True,3,127535,产量虽不大，例例皆心苦。,,使用死亡骑士赢得250场对战后解锁。,CORE_WW_374,,凉心农场,,,EPIC,CORE,"消耗最多
8份<b>残骸</b>，随机召唤一个法力值消耗相同的随从。",SPELL,,,,,"{'blood': 0, 'frost': 0, 'unholy': 1}",,,,,,,,,,与死亡骑士职业一同解锁。,101376.0,,,,史诗
Mike Sass,2.0,WARLOCK,True,1,117061,当仆从只是邪魔的爱好，主人是谁无所谓。,1.0,使用术士赢得50场对战后解锁。,CORE_YOD_026,['DEATHRATTLE'],邪魔仆从,DEMON,['DEMON'],COMMON,CORE,<b>亡语：</b>随机使一个友方随从获得本随从的攻击力。,MINION,,,,,,,,,,,,,,,与术士职业一同解锁。,56112.0,1.0,,,普通
MAR Studio,,DEMONHUNTER,True,1,97377,“请勿在驾驶期间研习。”,,使用恶魔猎手赢得50场对战后解锁。,CORE_YOP_001,['DISCOVER'],伊利达雷研习,,,COMMON,CORE,<b>发现</b>一张<b>流放</b>牌。你的下一张<b>流放</b>牌法力值消耗减少（1）点。,SPELL,,['OUTCAST'],,,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,True,,普通
Andrew Hou,10.0,NEUTRAL,True,10,121240,距离艾泽拉斯联赛的上一次事故已经过去整整5分钟了。,10.0,总计赢得1000场对战后解锁。,CORE_YOP_034,['TRIGGER_VISUAL'],窜逃的黑翼龙,DRAGON,['DRAGON'],RARE,CORE,在你的回合结束时，随机对一个敌方随从造成10点伤害。,MINION,,,,,,,,,,,,,,,完成教学后解锁。,61972.0,,True,,稀有
Eric Braddock,3.0,SHAMAN,True,1,62442,学徒做错了什么？,2.0,使用萨满祭司赢得50场对战后解锁。,CS3_007,"['OVERLOAD', 'SPELLPOWER']",电击学徒,,,COMMON,CORE,"<b>法术伤害+1</b>
<b>过载：</b>（1）",MINION,,,,,,,,,,,,,1.0,1.0,与萨满祭司职业一同解锁。,,,,,普通
James Ryman,8.0,DEMONHUNTER,True,8,66176,摄人的恐惧，大大的眼睛，无情的效率，还有对英雄那近乎狂热的献身精神，这些都是他的武器。还有这件上好的棕色长袍。,8.0,使用恶魔猎手赢得100场对战后解锁。,CS3_020,"['RUSH', 'TRIGGER_VISUAL']",伊利达雷审判官,DEMON,['DEMON'],RARE,CORE,"<b>突袭</b>
在你的英雄攻击一个敌人后，本随从也会攻击该敌人。",MINION,,,,,,,,,,,,,,,与恶魔猎手职业一同解锁。,,,,,稀有
David Kegg,2.0,NEUTRAL,True,2,66854,穿搭廉价，省下的钱都用在了武器上。,2.0,总计赢得1000场对战后解锁。,CS3_022,['BATTLECRY'],雾帆劫掠者,PIRATE,['PIRATE'],RARE,CORE,<b>战吼：</b>如果你装备着武器，造成2点伤害。,MINION,,,,,,造成2点伤害。,,,,,,,,,完成教学后解锁。,,,,,稀有
Steven Prescott,3.0,NEUTRAL,True,5,66856,泰兰和血色十字军一同度过了人生中的多数时光，最终发现，这伙人也许算不上好人。,3.0,总计赢得5000场对战后解锁。,CS3_024,"['DEATHRATTLE', 'DIVINE_SHIELD', 'TAUNT']",泰兰·弗丁,,,LEGENDARY,CORE,"<b>嘲讽</b>，<b>圣盾</b>
<b>亡语：</b>抽取你的法力值消耗最高的
随从牌。",MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说
Trent Kaniuga,3.0,NEUTRAL,True,5,66858,扶助每一个盟友，痛击每一个对手。,6.0,总计赢得5000场对战后解锁。,CS3_025,"['RUSH', 'TRIGGER_VISUAL']",伦萨克大王,,,LEGENDARY,CORE,"<b>突袭</b>
每当本随从攻击时，使你手牌中的所有随从牌获得+1/+1。",MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说
Zoltan Boros,8.0,NEUTRAL,True,7,66870,享受快节奏的生活吧（如果你的对手也愿意的话）。,8.0,总计赢得5000场对战后解锁。,CS3_035,['START_OF_GAME_KEYWORD'],永恒者诺兹多姆,DRAGON,['DRAGON'],LEGENDARY,CORE,<b>对战开始时：</b>如果双方玩家的套牌中都有这张随从牌，则每个回合只有15秒。,MINION,,,,True,,,,,,,,,,,完成教学后解锁。,,,,,传说
Slawomir Maniak,3.0,NEUTRAL,True,2,72250,一条鱼，两条鱼，蓝鱼退场变红鱼。,1.0,总计赢得500场对战后解锁。,CS3_038,['RUSH'],红鳃锋颚战士,MURLOC,['MURLOC'],COMMON,CORE,<b>突袭</b>,MINION,,,,,,,,,,,,,,,完成教学后解锁。,,,,,普通
Todd Harris,0.0,DRUID,True,2,118490,没想到吧，长颈龙幼体不叫短颈龙。,2.0,,DINO_130,['DEATHRATTLE'],长颈龙蛋,,,COMMON,THE_LOST_CITY,<b>亡语：</b>召唤一只3/3的野兽。使你的随从获得+1/+1。,MINION,,,,,,,,,,,,,,,,,,True,,普通
James Ryman,2.0,WARLOCK,True,5,118494,不知道是什么附了我的身，我开始画起了恐龙，根本停不下来！,2.0,,DINO_131,['DEATHRATTLE'],着魔的动物术师,,,RARE,THE_LOST_CITY,<b>亡语：</b>随机从你的牌库中召唤一只野兽。使其获得<b>吸血</b>。,MINION,,['LIFESTEAL'],,,,,,,,,,,,,,,,True,,稀有
Mike Sass,6.0,WARLOCK,True,8,118497,始祖龟医生提示您：不惜一切代价避免窒息。,12.0,,DINO_132,"['TAUNT', 'TRIGGER_VISUAL']",绝息剑龙,BEAST,"['DEMON', 'BEAST']",RARE,THE_LOST_CITY,<b>嘲讽</b>。在你的回合结束时，随机对一个敌方随从造成5点伤害。,MINION,,,,,,,,,,,,,,,,,,True,,稀有
Ramzy Kamen,,DEMONHUNTER,True,4,118503,生的熟的半生半熟的都有。,,,DINO_136,,盛宴之角,,,COMMON,THE_LOST_CITY,召唤三只2/1并具有<b>突袭</b>的迅猛龙。<b>流放：</b>使其在本回合中获得攻击时<b>免疫</b>。,SPELL,,"['IMMUNE', 'OUTCAST', 'RUSH']",,,,,,,,,,,,,,,,True,,普通
Ramzy Kamen,4.0,DEMONHUNTER,True,3,118505,“弱弱地问一句，这个职位为什么空出来了？”,2.0,,DINO_137,['BATTLECRY'],灵敏的厨师,,,COMMON,THE_LOST_CITY,"<b>战吼：</b>
使相邻手牌的法力值消耗减少（1）点。",MINION,,,,,,,,,,,,,,,,,,True,,普通
Max Grecke,6.0,DEMONHUNTER,True,6,118507,脑袋大大的……爪子小小的。,5.0,,DINO_138,,魔神暴龙,BEAST,"['DEMON', 'BEAST']",RARE,THE_LOST_CITY,<b>延系：</b>对你的对手最左边和最右边的随从造成6点伤害。,MINION,,,,,,,,,,,,,,,,,,True,,稀有
Bima Kusuma,4.0,WARRIOR,True,3,118403,这个就叫做反应装甲。,3.0,,DINO_400,['TRIGGER_VISUAL'],怒袭甲龙,BEAST,['BEAST'],RARE,THE_LOST_CITY,每当你获得护甲值，获得+2/+2并随机攻击一个敌方随从。,MINION,,,,,,,,,,,,,,,,,,True,,稀有
Mike Sass,5.0,WARRIOR,True,8,118404,你们满脑子想着能不能这么做，却没有停下来想想该不该这么做。,12.0,,DINO_401,"['RUSH', 'TRIGGER_VISUAL']",伟岸的德拉克雷斯,BEAST,"['BEAST', 'DRAGON']",LEGENDARY,THE_LOST_CITY,<b>突袭</b>。在本随从攻击一个敌方随从后，还会对所有其他敌方随从造成伤害。,MINION,,,,True,,,,,,True,,,,,,,,True,,传说
Slawomir Maniak,,WARLOCK,True,8,118406,引虫香水的效果消失了。,,,DINO_402,,蝙蝠面具,,,COMMON,THE_LOST_CITY,"将一个友方随从的属性值变为1/1。用它的复制填满你的
面板。",SPELL,,,,,,,,,,,,,,,,,,True,,普通
Matt Dixon,,HUNTER,True,8,118408,“看看这个面具后到底是谁……雪鳍企鹅？！？！”,,,DINO_403,,魔暴龙面具,,,COMMON,THE_LOST_CITY,将一个随从的属性值变为8/8。使其获得<b>冲锋</b>。,SPELL,,['CHARGE'],,,,,,,,,,,,,,,,True,,普通
Felideus Bubastis,3.0,PALADIN,True,2,118410,水里火里空气里，全都能呼吸。,2.0,,DINO_404,,火鳃鱼人,MURLOC,"['ELEMENTAL', 'MURLOC']",COMMON,THE_LOST_CITY,<b>延系：</b>使你的其他随从获得<b>突袭</b>。,MINION,,['RUSH'],,,,,,,,,,,,,,,,True,,普通
Felideus Bubastis,,PALADIN,True,3,118413,家财万贯，没孵出来不……哦，好的，现在可以算了。,,,DINO_405,,孵化仪典,,,COMMON,THE_LOST_CITY,在你的下个回合结束时，使你的随从获得+2/+2。,SPELL,,,,,,,,,,,,,,,,,,True,,普通
Brian Adriel,,SHAMAN,True,3,118480,“……这个节目我们还是坐在后排看吧。”,,,DINO_406,,喷吐火焰,,,COMMON,THE_LOST_CITY,造成$4点伤害。使你的元素获得+1/+1。,SPELL,,,FIRE,,,,,,,,,,,,,,,True,,普通
Ivo Campelo da Silva,3.0,ROGUE,True,3,118481,每次孵化仪典时，米尔雷斯都会从洞穴中探身而出。如果光线没能映在它镜面般的鳞片上，那说明火山喷发还会持续6个星期。,4.0,,DINO_407,,米尔雷斯，晶化镜甲龙,BEAST,"['ELEMENTAL', 'BEAST']",LEGENDARY,THE_LOST_CITY,此牌在你的手牌中时，会变成你的对手使用的上一张随从牌的3/4的复制。,MINION,,,,True,,,,,,,,,,,,,,True,,传说
Studio Hive,2.0,ROGUE,True,2,118484,我看了三部电影就弃坑了。然后你告诉我第四部讲的是外星人？,2.0,,DINO_408,"['BATTLECRY', 'DEATHRATTLE']",棱晶獠牙,,,RARE,THE_LOST_CITY,<b>战吼：</b>将你最左边的手牌洗入你的牌库。<b>亡语：</b>抽两张牌。,WEAPON,,,,,,,,,,,0.0,,,,,,,True,,稀有
Zoltan Boros,3.0,MAGE,True,7,118485,恐龙的假肢行业原本近乎灭绝，直到始祖龟一族来到了这里。,6.0,,DINO_409,['TAUNT'],科技恐龙,BEAST,"['MECHANICAL', 'BEAST']",RARE,THE_LOST_CITY,<b>嘲讽</b>。在本局对战中，你每使用一张你的套牌之外的卡牌，本牌的法力值消耗便减少（1）点。,MINION,,,,,,,,,,,,,,,,,,True,,稀有
Vlad Botos,0.0,NEUTRAL,True,3,118487,千万年来，凯洛斯一直等待着破壳而出。但愿你不用也等那么久。,3.0,,DINO_410,['DEATHRATTLE'],凯洛斯的蛋,,,LEGENDARY,THE_LOST_CITY,<b>亡语：</b>召唤一枚轻微开裂的蛋。<i>（破壳5次即可孵化为一只20/20并具有<b>嘲讽</b>的野兽！）</i>,MINION,,['TAUNT'],,True,,,,,,,,,,,,,,True,,传说
Bima Kusuma,1.0,NEUTRAL,True,2,118496,如果事业不顺，至少还有神圣煎蛋者的职位等着呢！,2.0,,DINO_411,['BATTLECRY'],神圣布蛋者,,,RARE,THE_LOST_CITY,<b>战吼：</b>抽一张攻击力为0的随从牌。,MINION,,,,,,,,,,,,,,,,,,True,,稀有
Studio Hive,0.0,SHAMAN,True,1,118500,要是你把它弄翻了，就要受到7年的厄运诅咒。,3.0,,DINO_412,['TRIGGER_VISUAL'],始祖龟图腾,TOTEM,['TOTEM'],RARE,THE_LOST_CITY,在你的回合结束时，随机获取一张具有多类型的随从牌。,MINION,,,,,,,,,,,,,,,,,,True,,稀有
Luca Zontini,3.0,SHAMAN,True,4,118501,我的尾巴都快冻掉了！,4.0,,DINO_413,['BATTLECRY'],冰脊剑龙,BEAST,"['ELEMENTAL', 'BEAST']",RARE,THE_LOST_CITY,<b>战吼：</b>随机对两个敌方随从造成2点伤害。<b>延系：</b>并将其<b>冻结</b>。,MINION,,['FREEZE'],,,,,,,,,,,,,,,,True,,稀有
Vika Yarova,,MAGE,True,5,118554,祭，如在。,,,DINO_414,,祭礼之舞,,,COMMON,THE_LOST_CITY,选择一个随从，将其变形成为你另选的一个不同的随从。,SPELL,,,,,,,,,,,,,,,,,,True,,普通
Vika Yarova,,DEATHKNIGHT,True,7,118555,“她想把这座隐秘之城的秘密告诉外人，于是我们把她逐出了这座隐秘之城，让她长长记性！”,,,DINO_415,['DISCOVER'],安布拉的故事,,,RARE,THE_LOST_CITY,<b>发现</b>一个法力值消耗大于或等于（5）点的<b>亡语</b>随从，召唤该随从并触发其<b>亡语</b>。,SPELL,,['DEATHRATTLE'],,,,,,,,,,,,,,,,True,,稀有
Edgar Hidalgo,5.0,DEATHKNIGHT,True,5,118558,啊我活了！啊我死了！啊我在看电视呢！,4.0,,DINO_416,"['RUSH', 'TRIGGER_VISUAL']",空角恐角龙,BEAST,"['UNDEAD', 'BEAST']",RARE,THE_LOST_CITY,<b>突袭</b>。在一个友方随从死亡后，消耗3份<b>残骸</b>以获得<b>复生</b>。,MINION,,['REBORN'],,,,,,,,,,,,,,,,True,,稀有
Daniil Kudriavtsev,,DEATHKNIGHT,True,1,118559,魂蛋！是谁干的！,,,DINO_417,,安魂仪典,,,COMMON,THE_LOST_CITY,使你的随从获得+1攻击力和<b>突袭</b>。它们会在你的回合结束时死亡。,SPELL,,['RUSH'],SHADOW,,,,,,,,,,,,,,,True,,普通
Patrik Bjorkstrom,3.0,NEUTRAL,True,3,118563,“下午你的日程全都排满了。必须重排你的食草计划，挤出时间来活动活动。”,2.0,,DINO_419,['BATTLECRY'],饲草助手,,,COMMON,THE_LOST_CITY,<b>战吼：</b>使一只友方野兽获得+2/+2和<b>突袭</b>。,MINION,,['RUSH'],,,,使一只野兽获得+2/+2和<b>突袭</b>。,,,,,,,,,,,,True,,普通
Todd Harris,9.0,DRUID,True,9,118617,地雷？什么地雷？,9.0,,DINO_421,"['DEATHRATTLE', 'ELUSIVE', 'TAUNT']",震地雷龙,BEAST,['BEAST'],RARE,THE_LOST_CITY,"<b>嘲讽</b>。<b>扰魔</b>
<b>亡语：</b>使你的手牌和牌库里的所有随从牌获得+3/+3。",MINION,,,,,,,,,,,,,,,,,,True,,稀有
Gabor Szikszai,7.0,HUNTER,True,6,118620,低劣的甲龙一般被称为“破甲龙”。,5.0,,DINO_422,"['DEATHRATTLE', 'TAUNT']",甲龙,BEAST,['BEAST'],RARE,THE_LOST_CITY,<b><b>嘲讽</b>。亡语：</b>随机召唤两只法力值消耗为（3）的野兽，并使其攻击随机敌人。,MINION,,,,,,,,,,,,,,,,,,True,,稀有
Topdog Entertainment,,PALADIN,True,8,118625,安布拉的阴谋失败之后，洛终于完成了平生的心愿，准备在拉特维亚安享退休生活。,,,DINO_424,['DISCOVER'],英雄欢迎仪式,,,RARE,THE_LOST_CITY,<b>发现</b>并召唤一个<b>传说</b>随从，将其属性值变为10/10。,SPELL,,,,,,,,,,,,,,,,,,True,,稀有
Tee Fuyuan,,PRIEST,True,2,118628,Naaaaaants ingonyama bagithi baba！,,,DINO_426,['DISCOVER'],生命仪式,,,COMMON,THE_LOST_CITY,<b>发现</b>一张法力值消耗为（3）的随从牌，召唤一个它的2/3的复制。,SPELL,,,HOLY,,,,,,,,,,,,,,,True,,普通
BOSi Studio,2.0,ROGUE,True,3,118632,每年秋天，这个始祖龟都会租掉废弃龟壳店。,4.0,,DINO_427,"['BATTLECRY', 'COMBO']",装扮商贩,,,COMMON,THE_LOST_CITY,<b>战吼：</b>随机获取一张另一职业的面具牌。<b>连击：</b>其法力值消耗减少（2）点。,MINION,,,,,,,,,,,,,,,,,,True,,普通
Matt Dixon,,PRIEST,True,7,118649,“更换一处海底光源，需要多少条小鱼？”“不知道，一条又一条，全都不见了。”,,,DINO_428,,巨鳗面具,,,RARE,THE_LOST_CITY,将一个随从的属性值变为8/10并使其获得<b>吸血</b>。随机迫使一个敌方随从攻击该随从。,SPELL,,['LIFESTEAL'],,,,,,,,,,,,,,,,True,,稀有
Adam Byrne,,MAGE,True,4,118651,滋……滋……自爆绵羊,,,DINO_429,,绵羊面具,,,RARE,THE_LOST_CITY,将一个随从的属性值变为1/1并使其获得“<b>亡语：</b>对所有随从造成2点伤害。”,SPELL,,['DEATHRATTLE'],,,,,,,,,,,,,,,,True,,稀有
Kevin Sidharta,2.0,NEUTRAL,True,7,118653,每年此时，兽语者塔卡都会开启重生之日的节庆活动，以及恐龙的孵化季。在这个节日里，我们纪念逝者，同时欢庆环形山中的新生。,2.0,,DINO_430,"['BATTLECRY', 'DEATHRATTLE', 'DISCOVER']",兽语者塔卡,,,LEGENDARY,THE_LOST_CITY,<b>战吼：</b><b>发现</b>一只任意职业的<b>传说</b>野兽并获得其属性值。<b>亡语：</b>召唤该野兽。,MINION,,,,True,,,,,,True,,,,,,,,True,,传说
Kevin Sidharta,5.0,PRIEST,True,8,118656,举世之重，力擎在肩。,10.0,,DINO_431,"['DEATHRATTLE', 'TAUNT']",擎天雷龙,BEAST,['BEAST'],COMMON,THE_LOST_CITY,<b>嘲讽</b>。<b>亡语：</b>随机召唤一个法力值消耗大于或等于（5）点的<b>嘲讽</b>随从。,MINION,,,,,,,,,,,,,,,,,,True,,普通
Ivan Fomin,,DRUID,True,4,118712,哪个随从不想当小猫咪呢。,,,DINO_432,,奔行豹面具,,,RARE,THE_LOST_CITY,将一个随从的属性值变为5/4并使其获得<b>潜行</b>。抽两张牌。,SPELL,,['STEALTH'],,,,,,,,,,,,,,,,True,,稀有
Sergey Tsvelykh,,WARRIOR,True,7,118730,“我的兄弟都去屠龙了，我呢？当个守卫，执勤。”,,,DINO_433,,守卫执勤,,,COMMON,THE_LOST_CITY,随机召唤法力值消耗为（6），（4）和（2）的<b>嘲讽</b>随从各一个。,SPELL,,['TAUNT'],,,,,,,,,,,,,,,,True,,普通
Miki Neves,1.0,HUNTER,True,1,118766,太棒了，再给我来14个，快。,1.0,,DINO_434,"['BATTLECRY', 'DEATHRATTLE']",迅猛龙巢护工,,,COMMON,THE_LOST_CITY,<b>战吼：</b>随机获取一张法力值消耗为（1）的随从牌。<b><b>亡语：</b></b>随机获取一张法力值消耗为（1）的法术牌。,MINION,,,,,,,,,,,,,,,,,,True,,普通
Matt Dixon,3.0,NEUTRAL,True,5,119695,这就是集体决策设计出的恐龙。,4.0,,DINO_435,,环形山实验体,ALL,['ALL'],EPIC,THE_LOST_CITY,<b>延系：</b>召唤一个本随从的复制。,MINION,,,,,,,,,,,,,,,,,,True,,史诗
Mooncolony,4.0,NEUTRAL,True,9,113321,原名耶瑟拉，好耶的耶。,12.0,,EDR_000,"['BATTLECRY', 'START_OF_GAME_KEYWORD']",伊瑟拉，翡翠守护巨龙,DRAGON,['DRAGON'],LEGENDARY,EMERALD_DREAM,<b>对战开始时：</b>双方玩家的法力值上限提高5点。<b>战吼：</b>获得3个法力水晶。,MINION,,,,True,,,,,,True,,,,,打开<i>漫游翡翠梦境</i>卡牌包后可解锁。,,,,,传说
Timur Shevtsov,3.0,NEUTRAL,True,3,113328,“希望这条小龙长大之后不要吃掉我。”,3.0,,EDR_001,['BATTLECRY'],满怀希望的树妖,,,RARE,EMERALD_DREAM,<b>战吼：</b>随机获取一张梦境牌。,MINION,,,,,,,,,,,,,,,,,,,,稀有
Jason Kang,4.0,HUNTER,True,5,113371,至少卡牌边框是茏葱的绿色。,7.0,,EDR_014,['BATTLECRY'],茏葱梦刃豹,BEAST,['BEAST'],EPIC,EMERALD_DREAM,<b>战吼：</b>如果本牌的法力值消耗小于或等于（3）点，随机攻击两个敌方随从。,MINION,,,,,,,,,,,,,,,,,,,,史诗
Alex Stone,5.0,SHAMAN,True,9,113434,欧恩哈拉的风之力深受牛头人和半人马的崇拜，惠泽甚广，延续至今。,11.0,,EDR_031,['TRIGGER_VISUAL'],欧恩哈拉,BEAST,['BEAST'],LEGENDARY,EMERALD_DREAM,在你的回合结束时，使用你牌库顶的3张牌。,MINION,,,,True,,,,,,,,,,,,,,,,传说
Zoltan Boros,,DRUID,True,5,110889,防御坚如磐石。,,,EDR_060,,大地庇护,,,COMMON,EMERALD_DREAM,获得5点护甲值。随机召唤一个法力值消耗为（5）的随从并使其获得<b>嘲讽</b>。,SPELL,,['TAUNT'],NATURE,,,,,,,,,,,,,,,,,普通
Allan Arello,5.0,NEUTRAL,True,4,113822,他太坏了，你看你都快红温了。,4.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_102,"['BATTLECRY', 'DISCOVER']",狡诈拷问者,DEMON,['DEMON'],EPIC,EMERALD_DREAM,"<b>战吼：</b>
<b>发现</b>一张具有<b>黑暗之赐</b>的<b>传说</b>随从牌。",MINION,,,,,,,,,,,,,,,,,,,,史诗
Ian Ameling,1.0,NEUTRAL,True,2,113973,这才叫疯狂！,1.0,打开<i>漫游翡翠梦境</i>金色包后可解锁。,EDR_105,"['BATTLECRY', 'DISCOVER']",疯狂生物,,,COMMON,EMERALD_DREAM,<b>战吼：</b><b>发现</b>一张具有<b>黑暗之赐</b>的法力值消耗为（3）的随从牌。,MINION,,,,,,,,,,,,,,,打开<i>漫游翡翠梦境</i>卡牌包后可解锁。,,,,,普通
Matt Dixon,1.0,NEUTRAL,True,5,115652,不世出的大孢牙。,5.0,可以在<i>漫游翡翠梦境</i>奖励路线中获得该奖励。,EDR_110,"['DEATHRATTLE', 'POISONOUS']",孢子尖牙怪,,,RARE,EMERALD_DREAM,<b>剧毒</b>。<b>亡语：</b>随机对一个敌方随从造成1点伤害。,MINION,,,,,,,,,,,,,,,,,,,,稀有
James Ryman,5.0,DRUID,True,10,113588,是他亲手选择了玛法里奥而非伊利丹，使之成为第一个德鲁伊。此后便有了无休无止的兄弟相争。,8.0,,EDR_209,,森林之王塞纳留斯,,,LEGENDARY,EMERALD_DREAM,<b>选择三次：</b>使你的其他随从获得+1/+3；或者召唤一棵5/5并具有<b>嘲讽</b>的古树。,MINION,,['TAUNT'],,True,,,,,,,,,,,,,,,,传说
Ivan Fomin,2.0,HUNTER,True,2,114018,“你好呀小家伙！多吃点绿色食品吧，对身体好哦！”,2.0,,EDR_226,['BATTLECRY'],奇异训犬师,,,COMMON,EMERALD_DREAM,"<b>战吼：</b>
抽一张野兽牌。<b>灌注</b>你的英雄技能。",MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,普通
Patrik Bjorkstrom,5.0,HUNTER,True,4,114020,所谓物以类聚，那么幽爪熊该和谁一起冬眠？,2.0,,EDR_227,"['DEATHRATTLE', 'RUSH']",幽爪熊,BEAST,['BEAST'],RARE,EMERALD_DREAM,<b>突袭</b>。<b>亡语：</b><b>灌注</b>你的英雄技能。,MINION,,['IMBUE'],,,,,,,,,,,,,,,,,,稀有
Kevin Sidharta,4.0,SHAMAN,True,5,114280,我知道谁能解决这种魔法豆蔓。那可是个行家。,4.0,,EDR_230,['BATTLECRY'],豆蔓蛮兵,ELEMENTAL,['ELEMENTAL'],EPIC,EMERALD_DREAM,<b>战吼：</b>使你牌库中最上方的3张随从牌获得+4/+4。,MINION,,,,,,,,,,,,,,,,,,,,史诗
Mooncolony,,SHAMAN,True,2,114367,当你需要拥抱的时候，就用这张牌。当你需要灌注英雄技能的时候也可以。,,,EDR_231,,守护巨龙之拥,,,COMMON,EMERALD_DREAM,恢复#4点生命值。抽一张牌。<b>灌注</b>你的英雄技能。,SPELL,,['IMBUE'],,,,,,,,,,,,,,,,,,普通
Juan Calle,,SHAMAN,True,10,114357,“不和你说了，茱莉亚，萨特飞过去了。”,,,EDR_232,,台风,,,RARE,EMERALD_DREAM,"将每个随从
洗入随机玩家
的牌库。",SPELL,,,NATURE,,,,,,,,,,,,,,,,,稀有
BOSi Studio,,SHAMAN,True,5,114369,……或者十六头牛。,,,EDR_233,['CHOOSE_ONE'],森林之灵,,,COMMON,EMERALD_DREAM,<b>抉择：</b>召唤三只2/3并具有<b>嘲讽</b>的狼；或者召唤两只4/3并具有<b>风怒</b>的猎鹰。,SPELL,,"['TAUNT', 'WINDFURY']",NATURE,,,,,,,,,,,,,,,,,普通
Mike Sass,,SHAMAN,True,2,114281,<b>过厚：</b>（2）,,,EDR_234,,翡翠厚赠,,,RARE,EMERALD_DREAM,抽两张牌。你无法在2回合内使用这些牌。,SPELL,,,,,,,,,,,,,,,,,,,,稀有
James Ryman,4.0,SHAMAN,True,6,114284,绿龙军团并非伊家之天下，向来是能者居首。,4.0,,EDR_238,['BATTLECRY'],麦琳瑟拉,,,LEGENDARY,EMERALD_DREAM,"<b>战吼：</b>复活所有
法力值消耗大于或等于（8）点的不同的友方随从。",MINION,,,,True,,,,,,,,,,,,,,,,传说
Gabriel Lopes,,PALADIN,True,1,114511,为什么龙族擅长后期对战？因为龙鳞特别厚！,,,EDR_251,,龙鳞军备,,,RARE,EMERALD_DREAM,抽取你套牌中和套牌之外的法术牌各一张。,SPELL,,,HOLY,,,,,,,,,,,,,,,,,稀有
Gabriel Lopes,,PALADIN,True,2,114630,乌索尔到此一游,,,EDR_252,,乌索尔印记,,,EPIC,EMERALD_DREAM,选择一个随从。如果是敌方随从，将其属性值变为1/1；如果是友方随从，改为将其属性值变为3/3。,SPELL,,,,,,,,,,,,,,,,,,,,史诗
Studio Hive,4.0,PALADIN,True,4,114632,巧熊难挥五米之槌。,2.0,,EDR_253,['TRIGGER_VISUAL'],巨熊之槌,,,RARE,EMERALD_DREAM,在你的英雄攻击后，抽一张牌。,WEAPON,,,,,,,,,,,0.0,,,,,,,,,稀有
Drew Hill,1.0,NEUTRAL,True,3,114533,你的法术肯定能掀起不小的风浪！,4.0,,EDR_254,['TRIGGER_VISUAL'],活化月亮井,ELEMENTAL,['ELEMENTAL'],COMMON,EMERALD_DREAM,在你施放一个法术后，获得等同于其法力值消耗的攻击力。,MINION,,,,,,,,,,,,,,,,,,,,普通
L. Lullabi & I. Campelo da Silva,,PALADIN,True,7,114543,我是凤凰大帝！！！,,,EDR_255,['LIFESTEAL'],复苏烈焰,,,COMMON,EMERALD_DREAM,<b>吸血</b>。对生命值最低的敌人造成$5点伤害，触发两次。,SPELL,,,NATURE,,,,,,,,,,,,,,,,,普通
